category,difficulty,question,option1,option2,option3,option4,correctIndex,gameType,tags,active
current_affairs,easy,(trivia) current_affairs easy question 45: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;easy,true
current_affairs,easy,(trivia) current_affairs easy question 46: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;easy,true
current_affairs,easy,(trivia) current_affairs easy question 47: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;easy,true
current_affairs,easy,(trivia) current_affairs easy question 48: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;easy,true
current_affairs,easy,(trivia) current_affairs easy question 49: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;easy,true
current_affairs,easy,(trivia) current_affairs easy question 50: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;easy,true
current_affairs,medium,(trivia) current_affairs medium question 1: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 2: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 3: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 4: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 5: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 6: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 7: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 8: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 9: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 10: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 11: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 12: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 13: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 14: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 15: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 16: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 17: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 18: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 19: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 20: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 21: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 22: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 23: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 24: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 25: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 26: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 27: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 28: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 29: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 30: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 31: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 32: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 33: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 34: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 35: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 36: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 37: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 38: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 39: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 40: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 41: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 42: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 43: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 44: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 45: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 46: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 47: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 48: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 49: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;medium,true
current_affairs,medium,(trivia) current_affairs medium question 50: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;medium,true
current_affairs,hard,(trivia) current_affairs hard question 1: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 2: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 3: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 4: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 5: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 6: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 7: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 8: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 9: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 10: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 11: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 12: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 13: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 14: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 15: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 16: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 17: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 18: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 19: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 20: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 21: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 22: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 23: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 24: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 25: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 26: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 27: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 28: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 29: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 30: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 31: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 32: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 33: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 34: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 35: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 36: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 37: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 38: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 39: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 40: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 41: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 42: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 43: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 44: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 45: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 46: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 47: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 48: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 49: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,trivia,trivia;current_affairs;hard,true
current_affairs,hard,(trivia) current_affairs hard question 50: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,trivia,trivia;current_affairs;hard,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 1: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 2: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 3: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 4: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 5: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 6: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 7: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 8: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 9: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 10: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 11: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 12: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 13: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 14: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 15: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 16: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 17: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 18: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 19: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 20: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 21: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 22: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 23: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 24: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 25: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 26: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 27: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 28: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 29: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 30: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 31: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 32: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 33: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 34: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 35: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 36: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 37: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 38: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 39: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 40: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 41: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 42: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 43: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 44: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 45: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 46: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 47: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 48: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 49: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,easy,(enigma_pulse) General Knowledge easy question 50: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;easy,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 1: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 2: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 3: choose the best answer.,Answer 3,Distractor 4,Distractor 1,Distractor 2,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 4: choose the best answer.,Answer 4,Distractor 1,Distractor 2,Distractor 3,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 5: choose the best answer.,Answer 1,Distractor 2,Distractor 3,Distractor 4,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
General Knowledge,medium,(enigma_pulse) General Knowledge medium question 6: choose the best answer.,Answer 2,Distractor 3,Distractor 4,Distractor 1,0,enigma_pulse,enigma_pulse;general_knowledge;medium,true
